Identificador do Aluno,Nome do Aluno,Idade,Gênero,Ano Escolar,Você pratica xadrez regularmente?,Há quanto tempo você joga xadrez?,Qual foi sua média geral nas últimas três avaliações escolares?,Qual foi sua nota na última prova de Matemática?,Qual foi sua nota na última prova de Língua Portuguesa?
1823,Henrique Almeida,7,Masculino,2º Ano,Sim,mais de 1 ano,7.76,9.31,7.08
1824,Patrícia Queiroz,8,Feminino,3º Ano,Não,Nunca,9.58,9.54,5.63
1825,Marcos Dias,13,Masculino,8º Ano,Não,Nunca,6.61,5.51,7.91
1826,Bruno Ibarra,14,Masculino,9º Ano,Não,Nunca,7.11,5.01,7.35
1827,Tiago Gomes,13,Masculino,8º Ano,Sim,Nunca,8.68,9.09,9.55
1828,João Fernandes,11,Masculino,6º Ano,Não,Nunca,8.1,9.45,8.38
1829,Carla Silva,14,Feminino,9º Ano,Não,Nunca,5.69,8.47,8.81
1830,Bruno Pereira,17,Masculino,7º Ano,Não,Nunca,8.04,8.41,9.92
1831,Elisa Júnior,16,Feminino,6º Ano,Não,Nunca,6.01,8.73,8.46
1832,Marcos Oliveira,9,Masculino,4º Ano,Sim,Nunca,8.99,7.44,9.68
1833,Sofia Oliveira,8,Feminino,3º Ano,Não,Nunca,7.0,5.84,7.55
1834,Diego Zanetti,10,Masculino,5º Ano,Não,Nunca,5.92,5.01,9.27
1835,Marcos Queiroz,10,Masculino,5º Ano,Não,Nunca,9.63,8.71,6.85
1836,Henrique Oliveira,14,Masculino,9º Ano,Não,Nunca,6.27,9.89,9.4
1837,Carla Pereira,11,Feminino,6º Ano,Não,Nunca,8.92,9.08,8.25
1838,Sofia Barbosa,8,Feminino,3º Ano,Não,Nunca,6.84,8.77,7.11
1839,João Teixeira,9,Masculino,4º Ano,Não,Nunca,5.21,8.87,9.58
1840,Fernando Henrique,8,Masculino,3º Ano,Não,Nunca,5.69,8.18,9.6
1841,Elisa Lima,7,Feminino,2º Ano,Não,Nunca,5.42,9.14,9.27
1842,Bruno Pereira,7,Masculino,2º Ano,Não,Nunca,5.21,6.99,6.06
1843,Diego Júnior,13,Masculino,8º Ano,Não,Nunca,5.68,6.23,7.74
1844,Rafael Almeida,10,Masculino,5º Ano,Não,Nunca,9.33,6.77,8.88
1845,Diego Fernandes,8,Masculino,3º Ano,Sim,mais de 1 ano,5.42,8.4,9.63
1846,Diego Teixeira,10,Masculino,5º Ano,Sim,mais de 1 ano,6.06,7.61,9.64
1847,Gabriela Silva,14,Feminino,9º Ano,Não,Nunca,5.95,5.53,8.51
1848,Ana Lima,8,Feminino,3º Ano,Sim,Nunca,6.37,5.71,5.08
1849,Ana Dias,13,Feminino,8º Ano,Não,Nunca,7.09,8.03,6.52
1850,Bruno Costa,7,Masculino,2º Ano,Não,Nunca,6.89,5.1,6.33
1851,Natália Nogueira,10,Feminino,5º Ano,Sim,mais de 1 ano,8.71,7.42,6.96
1852,Sofia Fernandes,9,Feminino,4º Ano,Não,Nunca,7.31,7.8,9.33
1853,Patrícia Zanetti,10,Feminino,5º Ano,Não,Nunca,5.58,6.01,9.46
1854,Elisa Gomes,18,Feminino,8º Ano,Não,Nunca,9.18,9.96,7.88
1855,Natália Oliveira,15,Feminino,10º Ano,Não,Nunca,5.11,5.71,7.93
1856,Tiago Costa,14,Masculino,9º Ano,Não,Nunca,8.8,7.75,9.16
1857,João Zanetti,13,Masculino,8º Ano,Não,Nunca,9.14,9.14,7.27
1858,Ana Pereira,7,Feminino,2º Ano,Não,Nunca,7.47,9.8,9.0
1859,Ana Nogueira,14,Feminino,9º Ano,Não,Nunca,8.04,9.16,6.95
1860,Ana Dias,17,Feminino,7º Ano,Não,Nunca,9.58,8.58,5.64
1861,Isabela Barbosa,7,Feminino,2º Ano,Sim,Nunca,9.54,9.04,8.75
1862,Carla Júnior,9,Feminino,4º Ano,Sim,mais de 1 ano,5.1,9.34,6.13
1863,Bruno Oliveira,14,Masculino,9º Ano,Não,Nunca,7.2,9.11,9.47
1864,Bruno Henrique,16,Masculino,6º Ano,Sim,mais de 1 ano,6.83,7.89,6.82
1865,Ana Gomes,9,Feminino,4º Ano,Sim,mais de 1 ano,6.44,7.79,7.49
1866,Fernando Fernandes,15,Masculino,10º Ano,Sim,Nunca,5.17,9.3,5.74
1867,Zeca Ramos,13,Masculino,8º Ano,Não,Nunca,6.63,8.97,6.96
1868,Sofia Barbosa,15,Feminino,10º Ano,Não,Nunca,8.48,6.24,6.27
1869,Rafael Pereira,9,Masculino,4º Ano,Não,Nunca,5.54,6.22,8.53
1870,Carla Henrique,16,Feminino,6º Ano,Não,Nunca,5.96,7.0,7.88
1871,Henrique Fernandes,6,Masculino,1º Ano,Não,Nunca,7.14,5.15,7.32
1872,Sofia Martins,14,Feminino,9º Ano,Não,Nunca,9.94,7.18,9.02
1873,Laura Vieira,17,Feminino,7º Ano,Sim,Nunca,5.16,6.07,5.29
1874,Otávio Júnior,10,Masculino,5º Ano,Não,Nunca,7.89,8.59,9.15
1875,Henrique Gomes,8,Masculino,3º Ano,Não,Nunca,6.4,6.32,9.06
1876,Isabela Lima,15,Feminino,10º Ano,Não,Nunca,5.94,5.4,9.61
1877,Gabriela Ibarra,14,Feminino,9º Ano,Não,Nunca,9.85,8.94,5.21
1878,Patrícia Barbosa,7,Feminino,2º Ano,Não,Nunca,6.8,8.24,8.85
1879,Tiago Queiroz,8,Masculino,3º Ano,Não,Nunca,5.69,8.54,9.48
1880,Isabela Martins,6,Feminino,1º Ano,Não,Nunca,5.54,8.99,5.89
1881,Natália Júnior,16,Feminino,6º Ano,Não,Nunca,7.31,5.72,6.53
1882,Zeca Henrique,17,Masculino,7º Ano,Não,Nunca,9.67,9.12,9.35
1883,Otávio Júnior,17,Masculino,7º Ano,Sim,mais de 1 ano,9.56,5.3,6.69
1884,Diego Almeida,13,Masculino,8º Ano,Não,Nunca,8.43,7.6,7.73
1885,Bruno Almeida,10,Masculino,5º Ano,Sim,Nunca,7.15,5.64,9.11
1886,Isabela Fernandes,7,Feminino,2º Ano,Sim,mais de 1 ano,7.96,7.0,7.64
1887,Isabela Dias,16,Feminino,6º Ano,Sim,Nunca,7.65,5.23,9.83
1888,Ana Ramos,14,Feminino,9º Ano,Não,Nunca,7.95,8.05,9.87
1889,Vivian Ramos,7,Feminino,2º Ano,Não,Nunca,6.85,6.43,7.32
1890,Bruno Ramos,17,Masculino,7º Ano,Não,Nunca,5.01,7.1,5.27
1891,Henrique Silva,14,Masculino,9º Ano,Não,Nunca,8.09,5.77,5.8
1892,Tiago Fernandes,6,Masculino,1º Ano,Não,Nunca,9.74,7.65,9.56
1893,Henrique Vieira,17,Masculino,7º Ano,Sim,mais de 1 ano,9.6,7.74,9.24
1894,Fernando Martins,9,Masculino,4º Ano,Não,Nunca,5.7,9.02,7.33
1895,Isabela Henrique,17,Feminino,7º Ano,Não,Nunca,6.15,9.85,7.0
1896,Otávio Nogueira,11,Masculino,6º Ano,Não,Nunca,7.14,5.38,6.75
1897,Diego Gomes,16,Masculino,6º Ano,Não,Nunca,8.27,6.17,5.68
1898,Laura Ibarra,14,Feminino,9º Ano,Não,Nunca,9.48,5.59,9.14
1899,Tiago Nogueira,13,Masculino,8º Ano,Não,Nunca,7.28,6.43,7.12
1900,Fernando Fernandes,13,Masculino,8º Ano,Não,Nunca,6.94,5.8,6.66
1901,Isabela Pereira,17,Feminino,7º Ano,Não,Nunca,7.04,7.84,9.44
1902,Elisa Fernandes,16,Feminino,6º Ano,Não,Nunca,6.5,8.49,5.9
1903,Natália Fernandes,16,Feminino,6º Ano,Não,Nunca,5.2,8.85,7.74
1904,Henrique Ibarra,11,Masculino,6º Ano,Sim,mais de 1 ano,6.12,6.64,7.11
1905,Fernando Lima,16,Masculino,6º Ano,Não,Nunca,9.93,9.81,5.31
1906,Isabela Pereira,7,Feminino,2º Ano,Não,Nunca,5.85,5.71,6.37
1907,Otávio Oliveira,14,Masculino,9º Ano,Não,Nunca,5.77,6.8,5.58
1908,Isabela Teixeira,13,Feminino,8º Ano,Não,Nunca,8.19,7.97,8.23
1909,Vivian Gomes,6,Feminino,1º Ano,Sim,mais de 1 ano,8.01,6.46,6.88
1910,Patrícia Fernandes,18,Feminino,8º Ano,Não,Nunca,6.42,5.73,8.64
1911,Zeca Zanetti,13,Masculino,8º Ano,Não,Nunca,5.02,5.28,6.49
1912,Isabela Vieira,12,Feminino,7º Ano,Não,Nunca,9.18,5.85,8.33
1913,Vivian Martins,12,Feminino,7º Ano,Não,Nunca,8.25,9.45,5.96
1914,Vivian Dias,8,Feminino,3º Ano,Não,Nunca,6.14,5.72,9.49
1915,Gabriela Ramos,17,Feminino,7º Ano,Não,Nunca,9.43,8.94,8.54
1916,Patrícia Silva,7,Feminino,2º Ano,Não,Nunca,8.01,9.39,5.71
1917,Ana Silva,6,Feminino,1º Ano,Sim,mais de 1 ano,7.38,9.59,9.2
1918,Ana Ramos,6,Feminino,1º Ano,Não,Nunca,6.61,7.55,8.41
1919,Natália Costa,11,Feminino,6º Ano,Não,Nunca,6.77,5.15,7.05
1920,Vivian Queiroz,16,Feminino,6º Ano,Não,Nunca,7.24,7.69,8.74
1921,Patrícia Dias,17,Feminino,7º Ano,Sim,Nunca,6.04,7.91,9.86
1922,Laura Gomes,15,Feminino,10º Ano,Não,Nunca,6.98,7.58,8.49
1923,Natália Pereira,10,Feminino,5º Ano,Não,Nunca,7.31,5.42,7.94
1924,Marcos Zanetti,18,Masculino,8º Ano,Não,Nunca,8.74,6.01,5.83
1925,Carla Queiroz,9,Feminino,4º Ano,Não,Nunca,7.46,6.5,6.21
1926,João Fernandes,9,Masculino,4º Ano,Não,Nunca,9.28,6.88,6.83
1927,Patrícia Júnior,12,Feminino,7º Ano,Sim,mais de 1 ano,8.29,7.61,6.58
1928,Ana Lima,16,Feminino,6º Ano,Sim,mais de 1 ano,6.69,6.28,9.52
1929,Tiago Ibarra,11,Masculino,6º Ano,Sim,mais de 1 ano,5.06,5.08,6.63
1930,Marcos Costa,11,Masculino,6º Ano,Não,Nunca,6.45,5.85,9.07
1931,Rafael Silva,10,Masculino,5º Ano,Não,Nunca,5.74,7.29,9.11
1932,Otávio Henrique,7,Masculino,2º Ano,Não,Nunca,7.22,6.13,5.16
1933,Isabela Queiroz,17,Feminino,7º Ano,Não,Nunca,9.85,5.72,5.19
1934,Sofia Teixeira,18,Feminino,8º Ano,Não,Nunca,5.37,8.78,7.62
1935,Patrícia Zanetti,15,Feminino,10º Ano,Não,Nunca,7.43,9.26,5.14
1936,Henrique Barbosa,12,Masculino,7º Ano,Não,Nunca,8.71,5.02,6.5
1937,Laura Henrique,15,Feminino,10º Ano,Sim,mais de 1 ano,8.71,9.04,8.69
1938,Carla Almeida,11,Feminino,6º Ano,Não,Nunca,9.58,7.36,9.41
1939,Rafael Costa,8,Masculino,3º Ano,Sim,Nunca,8.41,7.55,8.75
1940,Bruno Teixeira,18,Masculino,8º Ano,Sim,Nunca,9.02,6.46,9.79
1941,Bruno Henrique,6,Masculino,1º Ano,Não,Nunca,6.22,6.37,6.86
1942,Ana Lima,8,Feminino,3º Ano,Sim,mais de 1 ano,8.32,8.05,8.76
1943,João Nogueira,8,Masculino,3º Ano,Não,Nunca,5.96,9.11,5.28
1944,Elisa Nogueira,10,Feminino,5º Ano,Não,Nunca,9.46,5.43,7.91
1945,Gabriela Fernandes,11,Feminino,6º Ano,Não,Nunca,9.46,6.61,8.22
1946,Rafael Júnior,6,Masculino,1º Ano,Não,Nunca,7.46,6.82,8.38
1947,Tiago Júnior,18,Masculino,8º Ano,Não,Nunca,7.58,6.87,8.11
1948,Henrique Henrique,12,Masculino,7º Ano,Sim,mais de 1 ano,8.2,7.67,5.94
1949,Isabela Ramos,18,Feminino,8º Ano,Não,Nunca,9.14,7.63,6.81
1950,Laura Dias,15,Feminino,10º Ano,Não,Nunca,5.16,7.03,5.56
1951,Natália Teixeira,14,Feminino,9º Ano,Sim,mais de 1 ano,6.85,6.18,5.08
1952,Isabela Silva,11,Feminino,6º Ano,Não,Nunca,8.55,5.45,7.8
1953,Zeca Teixeira,13,Masculino,8º Ano,Não,Nunca,5.36,7.96,7.79
1954,Henrique Ramos,14,Masculino,9º Ano,Sim,mais de 1 ano,8.61,8.09,7.19
1955,Carla Silva,18,Feminino,8º Ano,Não,Nunca,5.86,6.6,9.44
1956,Fernando Barbosa,7,Masculino,2º Ano,Não,Nunca,7.61,5.09,9.22
1957,Henrique Nogueira,18,Masculino,8º Ano,Não,Nunca,7.63,9.96,8.37
1958,Bruno Costa,7,Masculino,2º Ano,Não,Nunca,9.45,7.8,8.99
1959,Patrícia Fernandes,9,Feminino,4º Ano,Não,Nunca,8.64,8.08,8.61
1960,Elisa Gomes,7,Feminino,2º Ano,Sim,Nunca,8.2,7.67,9.51
1961,Marcos Pereira,12,Masculino,7º Ano,Não,Nunca,5.23,9.89,6.7
1962,Laura Costa,13,Feminino,8º Ano,Não,Nunca,6.18,9.32,9.46
1963,Zeca Henrique,13,Masculino,8º Ano,Não,Nunca,6.05,5.11,7.71
1964,Sofia Queiroz,15,Feminino,10º Ano,Não,Nunca,9.69,5.23,7.93
1965,Elisa Gomes,18,Feminino,8º Ano,Sim,mais de 1 ano,6.51,8.2,6.23
1966,Patrícia Fernandes,8,Feminino,3º Ano,Não,Nunca,9.87,7.59,9.03
1967,Marcos Lima,15,Masculino,10º Ano,Não,Nunca,5.19,6.53,5.95
1968,Henrique Queiroz,12,Masculino,7º Ano,Não,Nunca,6.75,9.25,7.62
1969,Marcos Dias,7,Masculino,2º Ano,Não,Nunca,9.07,9.63,9.04
1970,João Nogueira,17,Masculino,7º Ano,Não,Nunca,5.57,8.38,8.68
1971,Bruno Almeida,13,Masculino,8º Ano,Não,Nunca,9.26,6.04,6.84
1972,Patrícia Gomes,7,Feminino,2º Ano,Sim,mais de 1 ano,9.3,9.38,8.85
1973,Vivian Fernandes,6,Feminino,1º Ano,Não,Nunca,5.46,9.98,9.36
1974,Vivian Dias,14,Feminino,9º Ano,Não,Nunca,6.29,8.8,5.21
1975,Tiago Silva,15,Masculino,10º Ano,Não,Nunca,6.4,5.36,8.69
1976,João Barbosa,17,Masculino,7º Ano,Não,Nunca,6.63,5.58,5.9
1977,Vivian Costa,11,Feminino,6º Ano,Não,Nunca,6.65,7.0,5.8
1978,Elisa Costa,12,Feminino,7º Ano,Não,Nunca,8.59,5.44,6.12
1979,Zeca Almeida,9,Masculino,4º Ano,Não,Nunca,7.05,9.96,6.89
1980,Ana Queiroz,14,Feminino,9º Ano,Não,Nunca,5.81,7.64,5.89
1981,Vivian Ibarra,6,Feminino,1º Ano,Não,Nunca,5.98,9.0,7.78
1982,Tiago Pereira,13,Masculino,8º Ano,Não,Nunca,9.94,5.74,6.44
1983,Bruno Queiroz,12,Masculino,7º Ano,Não,Nunca,5.08,7.89,5.17
1984,Henrique Júnior,10,Masculino,5º Ano,Não,Nunca,9.73,7.52,5.65
1985,Zeca Júnior,16,Masculino,6º Ano,Não,Nunca,8.68,7.02,9.4
1986,Carla Teixeira,6,Feminino,1º Ano,Não,Nunca,5.23,9.19,6.49
1987,Bruno Henrique,14,Masculino,9º Ano,Não,Nunca,8.91,6.2,8.22
1988,Diego Almeida,9,Masculino,4º Ano,Não,Nunca,7.81,8.17,7.24
1989,Carla Oliveira,7,Feminino,2º Ano,Sim,Nunca,8.96,6.41,5.86
1990,Henrique Costa,14,Masculino,9º Ano,Sim,Nunca,7.46,8.26,7.85
1991,Fernando Martins,13,Masculino,8º Ano,Não,Nunca,6.72,5.67,8.06
1992,Fernando Dias,8,Masculino,3º Ano,Não,Nunca,8.46,6.5,10.0
1993,Bruno Oliveira,13,Masculino,8º Ano,Não,Nunca,8.3,7.12,7.99
1994,Henrique Vieira,16,Masculino,6º Ano,Não,Nunca,6.78,5.29,5.33
1995,Elisa Lima,8,Feminino,3º Ano,Não,Nunca,8.8,5.09,6.26
1996,Rafael Nogueira,7,Masculino,2º Ano,Sim,mais de 1 ano,9.49,5.9,5.89
1997,Marcos Nogueira,8,Masculino,3º Ano,Sim,mais de 1 ano,9.59,7.76,8.46
1998,Fernando Pereira,18,Masculino,8º Ano,Sim,mais de 1 ano,8.6,9.13,5.66
1999,Laura Henrique,11,Feminino,6º Ano,Não,Nunca,6.13,6.96,6.08
2000,Isabela Henrique,15,Feminino,10º Ano,Não,Nunca,6.39,5.73,9.4
